device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T15:25:00,2026-02-08T15:27:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T15:33:00,2026-02-08T15:37:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T15:33:00,2026-02-08T15:37:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T17:27:00,2026-02-08T17:29:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T19:37:00,2026-02-08T19:39:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T23:51:00,2026-02-08T23:53:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T00:49:00,2026-02-09T00:51:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T03:07:00,2026-02-09T03:11:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T05:29:00,2026-02-09T05:31:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T07:49:00,2026-02-09T07:51:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T07:55:00,2026-02-09T07:57:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (18)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-09T08:01:42,2026-02-10T01:18:59,1037.3,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T08:09:00,2026-02-09T08:11:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-09T08:32:21,2026-02-09T09:38:05,65.7,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T08:43:00,2026-02-09T08:47:00,4.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-09T09:36:07,2026-02-09T09:45:05,9.0,True,Unable to verify name,,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-09T10:05:03,2026-02-09T11:11:25,66.4,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T10:53:00,2026-02-09T10:57:00,4.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-09T11:09:59,2026-02-09T11:44:15,34.3,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T11:35:00,2026-02-09T11:37:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T12:09:00,2026-02-09T12:13:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T14:07:00,2026-02-09T14:11:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T16:33:00,2026-02-09T16:35:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T17:21:00,2026-02-09T17:23:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T17:43:00,2026-02-09T17:45:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T21:59:00,2026-02-09T22:01:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-09T23:15:00,2026-02-09T23:17:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (26)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-10T01:18:59,2026-02-10T19:33:15,1094.3,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T02:09:00,2026-02-10T02:13:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T04:01:00,2026-02-10T04:03:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T05:09:00,2026-02-10T05:11:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T10:23:00,2026-02-10T10:25:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T12:11:00,2026-02-10T12:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T15:58:00,2026-02-10T16:00:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T17:53:00,2026-02-10T17:59:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-10T18:33:00,2026-02-10T18:39:00,6.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (3)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-10T19:33:15,2026-02-11T15:33:04,1199.8,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-11T14:39:00,2026-02-11T14:41:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (18)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-11T15:33:04,2026-02-12T10:19:10,1126.1,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-11T19:05:00,2026-02-11T19:07:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-11T21:57:00,2026-02-11T22:01:00,4.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-12T08:32:37,2026-02-12T09:36:49,64.2,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-12T09:34:44,2026-02-12T09:45:53,11.2,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T09:37:00,2026-02-12T09:39:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (12)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-12T10:19:09,2026-02-13T04:49:09,1110.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T12:47:00,2026-02-12T12:51:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T12:47:00,2026-02-12T12:51:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T18:11:00,2026-02-12T18:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T19:09:00,2026-02-12T19:11:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T19:13:00,2026-02-12T19:21:00,8.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-12T19:43:00,2026-02-12T19:45:00,2.0,True,Unable to verify name,Communication,
